epithet_id|epithet|alternate_name|trade_designations|species|etymology|sex|reference_epithet|reference_breeders|reference_tests|awards|source_type|year_selected|Interspecific_hybrid|familiy_id|mother|father|origin_lat_long|origin_place|description|originator_breeder|registrant|nominator|introducer|keeper|nominator_desc|standard_herbarium |name_status|name_status_note|current_cultivation|checklist_record|contact_info
|‘Sweet Willow’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001). ||||||||Established|Note: Even though this epithet ‘Sweet Willow’ contains “willow”, the common name of the genus to which it is assigned, the name is acceptable since it likely originated before 1 January 1996 (ICNCP, 2016, Article 21.20).||||
|‘Whissender’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001).||||||||Established|It was the preferred name in the LNWP 2016–2020 where it was listed as ‘Whissander’. ‘Whissender’ was the tentatively accepted name in the 2018 RHS HD. |‘Whissender’ was sold by one UK nursery (2018 RHS PF) and was found in trade in the Netherlands (2018 PS). |||
|‘Whissender Dark Bark’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001).||||||||Established|||||
|‘Whissender Light Bark’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green-brown stems (Stott, 2001).||||||||Established|||||
|‘White Newkind’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with bright-green stems (Stott, 2001). ||||||||Established|||||
|‘Yellow Dutch’|||S. triandra L.|||Meikle, 1984; Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001). It was listed by Meikle (1984).||||||||Established|‘Yellow Dutch’ was the accepted name in the 2018 RHS HD.||||
|‘Zwarre Driebast’|||S. triandra L.||male|Stott, 2001||||||||||||A basket cultivar with very dark-brown, almost black stems (Stott, 2001). ||||||||Established|‘Zwarre Driebast’ was the tentatively accepted name for a male cultivar in the 2018 RHS HD. |‘Zwarre Driebast’ most recently sold by one UK nursery in 2011 (2013 RHS PF).|||
|‘Truxton’|Clone ID 99207-020||S.||| Ngantcha, 2010||||||x||S. viminalis L. |S. miyabeana Seemen ||Canada|A cultivar of S. viminalis L. × S. miyabeana Seemen grown in the biomass collection at the Center for Northern Agroforestry and Afforestation, University of Saskatchewan, Canada (Clone ID 99207-020) (Ngantcha, 2010).   |||||Center for Northern Agroforestry and Afforestation, University of Saskatchewan|||Established|||||
|‘Ginme’|USDA (PI No. 266508)||S. ×tsugaluensis Koidz.| ‘Ginme’ was derived from "gin” (silver) and “me” (bud) because of its attractive silvery catkins.|female |Meyer, 1962; Bailey & Bailey, 1976|||||||||||Japan|A vigorous spreading female cultivar of hybrid origin (S. integra Thunb. × S. vulpina Andersson), one of the best garden willows according to Bean (1981). Its stems are green. Branchlets are reddish. Leaves are closely set, rich green and slightly glossy above, with undersides blue-green, finely veined, and sparsely hairy. Catkins are pinkish (Bailey & Bailey, 1976). According to the Morton Arboretum (Illinois, US) database, it was introduced to the USDA (PI No. 266508) from Japan via the W. Hoogendoorn & Son Nursery, Boskoop, Netherlands (Meyer, 1962). ||||||||Established|‘Ginme’ was the preferred name in the LNWP 2016–2020 and the accepted name in the 2018 RHS HD. |‘Ginme’ was found in trade in the Netherlands (2018 PS).  It was most recently sold by one UK nursery in 2012 (2013 RHS PF).  |||
|‘Tully Champion’|||S.||female |US PP No. 17,946 issued in 2007||||||x||S. viminalis L. ‘SV2’ |S. miyabeana Seemen ‘SX67’ ||US|A fast-growing triploid female clone produced at the State University of New York, New York, US, in 1999 by crossing S. viminalis L. ‘SV2’ and S. miyabeana Seemen ‘SX67’ (https://cpb-us-e1.wpmucdn.com/blogs.cornell.edu/dist/5/4999/files/2014/10/Tully-Champion-new-08_03_2010-1u9vn8n.pdf; accessed 1 October 2018). It was selected for high yield and disease resistance. This cultivar is suitable for bioenergy plantations, ornamental plantings, living snow fences and privacy hedges. ‘Tully Champion’ was published in the Plant Patent US (US PP No. 17,946 issued in 2007; https://patents.google.com/patent/US20070083958?oq=ininventor:"Lawrence+B.+Smart"; accessed 1 October 2018).||||State University of New York, New York||||Established|||||
|‘Tu Zhongyu’|||S.|||2004–2007 Report of the National Poplar Commission of China |||||||||||China |A cultivar listed in the 2004–2007 Report of the National Poplar Commission of China submitted to the IPC FAO as a cultivar of S. sinopurpurea Z.Wang & Chang Y.Yang × S. integra Thunb. selected at the Jiangsu Forestry Academy. It is widely grown in low and humid bottomlands in China for both timber production and ecological protection.||||||||Established|||||
|TWISTED KITTY|A tradename designation for S. caprea L. ‘Curly Locks’.||S.||||||||||||||||||||||||||||
|‘Golden Sunshine’|||S. udensis Trautv. & C.A.Mey.|||Dirr, 2009|US PP No. 19,370 issued in 2008||||||||||Japan|A cultivar with a compact growth habit and golden spring foliage that matures to chartreuse in autumn. It was discovered by Izumi Takuya from Ehume, Iyo, Japan. This cultivar appeared as a sport mutation in a controlled planting of S. udensis Trautv. & C.Meyer (as S. sachalinensis F.Schmidt). It reaches 4 m tall and 3 m wide at maturity (US PP No. 19,370 issued in 2008). According to Dirr (2009), the foliage has a rich golden color during the growing season. Gray catkins 2.5 cm long appear on purple stems. This cultivar was sold by a few US nurseries under the English name “golden fantail willow” and by European nurseries as “golden willow”. According to the 2011 Ball Ornamentals Catalog, Ohio, US, where it was listed as “A Ball Ornamentals Exclusive”, this is a highly ornamental compact large shrub with bright gold foliage from spring till fall that keeps good gold coloration even in the Midwest heat. According to the 2014 online catalog of the Forestfarm Nursery, Oregon, US, it has flattened stems. M. Dodge has sold this cultivar for 4 years, but has never observed stem fasciation (pers. comm., August 2015). Published in the Plant Patent US. |Izumi Takuya |||||||Established|‘Golden Sunshine’ was the accepted name for the PBR granted cultivar in the 2018 RHS HD. |‘Golden Sunshine’ was sold by three North American nurseries (2018 PIO) and 14 UK nurseries (2018 RHS PF).|||
|‘Kioryu’|||S. udensis Trautv. & C.A.Mey.||female |Newsholme, 1992|||||||||||Japan|A female clone of Japanese origin (Newsholme, 1992).  It is a slender shrub or small tree with spreading branches and glossy dark-brown branchlets; similar to ‘Sekka’, but with a more erect habit and without stem fasciation.  ||||||||Established|S. sachalinensis F.Schmidt ‘Kioryo’ was listed as the tentatively accepted name  in the 2018 RHS HD. |‘Kioryo’ most recently sold by one UK nursery in 2013 (2013 RHS PF).|||
|‘Sekka’ |syn. S. ‘Setsuka’||S. udensis Trautv. & C.A.Mey.||male |Smith et al. , 1978;Bean, 1981;  Krüssmann, 1984||||||||||||A cultivar that is less vigorous than the species. Its branch tips are usually fasciated up to 5 cm wide (Krüssmann, 1984). According to Smith et al. (1978), the most vigorous shoots are fascinated; less vigorous shoots remain normal. Its dry stems glisten with a rich mahogany brown color. The correct spelling of the epithet is ‘Sekka’, meaning fasciation in Japanese, not ‘Setsuka’, the name under which this cultivar was sold in the Netherlands. The term “sekka” or “sekika” (fasciation) is a compound of “seki” (stone) and “ka” (change or turn into). When these two words are united, the “i” is usually omitted (comment by Meyer (1962) based on pers. comm. with Dr. Ohwi). This cultivar was well known in trade as “fantail willow”, and was one of the most unusual willows, according to Bean (1981). It was frequently cultivated in Japan, and often found in the wild. This cultivar was introduced into Western cultivation by Jan Spek, Boskoop, Holland, in 1950. It is most attractive in spring before the leaves unfold, when its fasciated branches, densely covered with catkins, are not concealed. ||||||||Established|‘Sekka’ was the preferred name in the LNWP 2016–2020 and the accepted name for a male cultivar in the 2018 RHS HD. |‘Sekka’ was sold by five North American (2018 PIO), four UK nurseries (2018 RHS PF) and was found in trade in the Netherlands (2018 PS). |||
|‘Ulbrichtweide’|||S.|||||||||||||||No description or published reference for this cultivar was found; therefore, this name was not established.||||||||Not established|‘Ulbrichtweide’ was the tentatively accepted name in the 2018 RHS HD. ||||
|‘Ulv’|||S.||male |CPVO|CPVO, EU0479|||||x||S. ‘Rot 7’ |S. ‘N 2420’||Sweden|A male cultivar developed for bioenergy plantations by Svalöf Weibull AB, Sweden. This is a hybrid of S. ‘Rot 7’ and S. ‘N 2420’, both parents are from the clonal collection located at The Swedish Agricultural University in Uppsala; the cross was made in 1987 at Svalöv by S. Larsson (S. Larsson and B. Gertsson,  pers. comm., January 2017). S. ‘Ulv’ was granted Swedish PBR in May 1992 (SE724), which were terminated in March 1997. In August 1996 ‘Ulv’ was granted EU PBR (CPVO, EU0479, owned by Lantmännen ek. för.), which were terminated in September 2013. |S. Larsson|||Svalöf Weibull AB||||Established|‘Ulv’ was the accepted name in the 2018 RHS HD. |‘Ulv’ was found in trade in the Netherlands (2018 PS).   |||
|‘Unikal`naya’|||S.| ‘Unikal`naya’ translates from Russian language as “Unique”. |male |Marchenko, 2017||||||x||S. schwerinii E.L.Wolf|S. gmelinii Pall. ||Russia|A fast-growing male hybrid of S. schwerinii E.L.Wolf × S. gmelinii Pall. developed at the Botanic Gardens of the Ural Branch of the Russian Academy of Sciences, Yekaterinburg, Russia, by  V.I. Shaburov  and later named by A.M. Marchenko (Marchenko, 2017).  It was selected from the same hybrid combination as ‘Record’ and ‘Rekord Krasnoseryozhchaty`j’, and has intermediary ornamental characteristics among the three of them (Marchenko, 2017). It is a fast growing tree with pendulous stems and a broad crown. It is 9 m tall with trunk diameter of 18 cm and crown diameter of 8 m. Branchlets are yellow/olive and glossy. Older stems are covered with lenticels.  Leaves are leathery, narrow and long, sometimes polymorphic, green above with silver-gray undersides, becoming yellow in mid-September, when the majority of other plants are still green.  Leaf drop occurs in mid-October. Catkins are large and very ornamental in spring. They break bud scales very early, at the beginning of winter. First catkins are whitish, then becoming variegated with reddish, yellowish, greenish and grayish coloration due to changing color of the bractsthrough different developmental stages. Then catkins turn smoky gray, and retain this color until anthesis. It is a very ornamental cultivar because of its lacy foliage and pendulous crown, yellowish bark which is attractive in winter, long elegant bi-colored leaves that are especially attractive during windy days. It is a beautiful landscape tree, which can also be recommended for living structures (Marchenko, 2017). |V.I. Shaburov|A.M. Marchenko ||A.M. Marchenko |||Standard: WSY (WSY0108934, WSY0108935, WSY0108936); duplicate: USNA (NA0102528, NA0102529, NA0102530) and MHA|Established|||||
|‘Unn’|||S.||female |Swedish PBR in May 1993 (SE771)||||1987||||S. ‘L 814220’ |S. ‘L 820381’||Swedish |A female cultivar developed for bioenergy plantations by Svalöf Weibull AB, Sweden. This is a hybrid of S. ‘L 814220’ and S. ‘L 820381’, both parents were from the clonal collection located at The Swedish Agricultural University, Uppsala. The cross was made in 1987 by S. Larsson (S. Larsson and B. Gertsson, pers. comm., January 2017). S. ‘Unn’ was granted Swedish PBR in May 1993 (SE771), which were terminated in December 1997.|S. Larsson |||Svalöf Weibull AB||||Established|||||
|‘Valborg’|||S.||female |CPVO|CPVO, EU5284|||||x||S. ‘Bowles hybrid’ |S. ‘SW 901317’|||A female cultivar developed for bioenergy plantations by Svalöf Weibull AB, Sweden. This is a hybrid of S. ‘Bowles hybrid’ and S. ‘SW 901317’. The cross was made in 1992 by S. Larsson (S. Larsson and B. Gertsson, pers. comm., January 2017). S. ‘Valborg’ was granted EU PBR in November 1999 (CPVO, EU5284, owned by Lantmännen ek. för.), which were terminated in July 2001. |S. Larsson |||Svalöf Weibull AB||||Established|‘Valborg’ was the accepted name in the 2018 RHS HD. |‘Valborg’ was found in trade in the Netherlands (2018 PS).   |||
|‘Vanstones Gold’|||S.|||2018 RHS HD||||||||||||No description or published reference for this cultivar was found; therefore, this name was not established. ||||||||Established|No description or published reference for this cultivar was found; therefore, this name was not established. ||||
|‘Varazsvesszo’|||S.|||Gazette of Patents and Trademarks Official Journal of the Hungarian Patent Office|CPVO |||2009|||||||Hungary|No description for this cultivar was found. ‘Varazsvesszo’ was listed in the CPVO as proposed by Dudas Laszlo, Hungary, in 2009. ‘Varazsvesszo’ was published in the Gazette of Patents and Trademarks Official Journal of the Hungarian Patent Office.|Dudas Laszlo|||||||Established|||||
|‘Vihdinpolun Weeping’|||S.||female |Uronen, 2015|||||||||||Finland|A female weeping cultivar with silver foliage cultivated in Finland (Uronen, 2015). Its upper branches are strongly arching and pendulous even when young, while in S. alba L. ‘Sibirica’ upper branches are weeping only at maturity (Uronen, 2015).  It has large lanceolate leaves up to 1.5-1.8 x 10 cm. Leaves are sparsely silky at maturity, but due to some glossiness, they appear almost silvery-white as in S. alba ‘Sericea’ or ‘Sibirica’.  This clone evidently appeared as a spontaneous seedling on a vacant lot in Lahti, Finland, by the road named Vihdinpolku (together - "vihdinpolun" means "of Vihdinpolku" or "Vihdinpolku´s"). Later this original tree was destroyed when a building was constructed on this lot, but it was propagated and was currently in cultivation (http://www.pajutjapoppelit.com; accessed 13 September 2015; T. Uronen, pers. comm., August 2015).||||||||Established|||||
|‘Vimchilk’|||S.|||Pravdin, 1952; Uronen, 2015||||1930s||x||S. miyabeana Seemen |S. viminalis L.||Russia |A cultivar selected by V.N. Sukachev in Russia during the 1930s (Pravdin, 1952; Uronen, 2015).  This was a hybrid of S. miyabeana Seemen × S. viminalis L., where S. viminalis originated from Ilken Lake located in the European part of Russia (T. Uronen, pers. comm., August 2015).  |V.N. Sukachev |||||||Established|||||
